0:   0000000000000042
1:   0000000f5de815fe
2:   93ef1b33777f05fa
3:   f080837cb5946dd6
4:   d222704a7a75dcda
5:   a292ab7772a10df6
6:   da9503d14f677dba
7:   184ce19c54ed3416
8:   13bd47fbe4d1c89a
9:   403db9def4aa0036
10:   a8dc5e77674c9d7a
11:   d933992820be9256
12:   08f2784d1e69dc5a
13:   b5f4d592a8e80a76
14:   715ea6493395653a
15:   afb8c4e78dd98896
16:   6a688f9942f5181a
17:   1ecba004b75c2cb6
18:   dceda4909648d4fa
19:   dff6c76f506f1706
20:   799d46a516d05d54
21:   f89cf15e89ded54c
22:   9f647d946d1dcd14
23:   67460f5979aa638c
24:   f5e47ae3ec6d30d4
25:   76d098b9db0b9dcc
26:   8d804647188c4894
27:   bf631e6e2222c40c
28:   21d7480b10dcd454
29:   af46bd62cc1c164c
30:   4ed864caac149414
31:   3f06efd4a16fd48c
32:   798c3974c7fd47d4
33:   728365ea64223ecc
34:   2416dd7e8d34af94
35:   7012000a2a03950c
36:   a2521eef66ec8b54
37:   05642e2aa2f01753
38:   cb5e418a0fe62146
39:   2e02556d2ba8251b
40:   a6347e226a1e51bf
41:   c61f6dc1053af239
42:   b9c809b08107998f
43:   6e07e899db6608e9
44:   a1df42c291fc185f
45:   987945c77745a099
46:   cedb187712aa1e2f
47:   b23a0f46bbbde949
48:   2d75f015252efaff
49:   99f47206d8bc1339
50:   43ba3ec60799808f
51:   3680ec619fa95a1b
52:   ea91924b6bf8c4c5
53:   aaabcc420492d363
54:   50a34474f55de5b5
55:   2b63673bb2b419f3
56:   7b45eff69c9473a5
57:   beb28f4003915b83
58:   093f131908fcde95
59:   47ecf631032da813
60:   56f4d70c994c9685
61:   d74ab111d2df0fc7
62:   73152ab321427473
63:   d1b1d5f4e6e1ed25
64:   35390d70c48eae03
65:   8c4d791d54032015
66:   95b0b65de7087293
67:   e077025ac9112005
68:   621099d16cbdd223
69:   93de9e263b0e5cf5
70:   a67c53b5551fdcb3
71:   cd26ec287cb246e5
72:   b78081158192a243
73:   062b3d6f4c594dd5
74:   e53502f276fd32d3
75:   c00e558c3ef4e1c5
76:   58c54fdb2a599e63
77:   ab023fd2f7fb72b5
78:   777c5723e844f4f3
79:   134a55311e5870bb
80:   bfcbb97886dca342
81:   58812710348e8ace
82:   903752a6e35857a2
83:   c785114afa04396e
84:   2302021b119a5e43
